"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16809","","","","0"
"2006","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16904","","","","0"
"2007","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16852","","","","0"
"2008","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16778","","","","0"
"2009","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16732","","","","0"
"2010","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16661","","","","0"
"2011","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16609","","","","0"
"2012","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16561","","","","0"
"2013","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16694","","","","0"
"2014","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16821","","","","0"
"2015","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","16978","","","","0"
"2016","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17161","","","","0"
"2017","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17494","","","","0"
"2018","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17683","","","","0"
"2019","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17717","","","","0"
"2020","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17736","","","","0"
"2021","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17894","","","","0"
"2022","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","18109","","","","0"
"2001","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","72008","","","","0"
"2002","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","72934","","","","0"
"2003","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","74300","","","","0"
"2004","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","75345","","","","0"
"2005","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","76388","","","","0"
"2006","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","76876","","","","0"
"2007","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","76177","","","","0"
"2008","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","75958","","","","0"
"2009","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","75330","","","","0"
"2010","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","75090","","","","0"
"2011","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","74955","","","","0"
"2012","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","75517","","","","0"
"2013","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","75726","","","","0"
"2014","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","75931","","","","0"
"2015","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","76484","","","","0"
"2016","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","77296","","","","0"
"2017","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","78492","","","","0"
"2018","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","79532","","","","0"
"2019","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","80410","","","","0"
"2020","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","81354","","","","0"
"2021","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","82458","","","","0"
"2022","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","83356","","","","0"
"2001","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","25185","","","","0"
"2002","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","25611","","","","0"
"2003","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","26024","","","","0"
"2004","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","26490","","","","0"
"2005","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","26998","","","","0"
"2006","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","26965","","","","0"
"2007","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","26996","","","","0"
"2008","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","27077","","","","0"
"2009","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","27092","","","","0"
"2010","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","27252","","","","0"
"2011","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","27385","","","","0"
"2012","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","27639","","","","0"
"2013","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","27766","","","","0"
"2014","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","28080","","","","0"
"2015","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","28426","","","","0"
"2016","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","29008","","","","0"
"2017","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","29506","","","","0"
"2018","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","30324","","","","0"
"2019","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","30678","","","","0"
"2020","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","31352","","","","0"
"2021","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","32150","","","","0"
"2022","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","32889","","","","0"
"2001","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","11430","","","","0"
"2002","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","11554","","","","0"
"2003","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","11723","","","","0"
"2004","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","11864","","","","0"
"2005","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12055","","","","0"
"2006","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12208","","","","0"
"2007","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12204","","","","0"
"2008","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12263","","","","0"
"2009","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12316","","","","0"
"2010","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12393","","","","0"
"2011","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12507","","","","0"
"2012","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12665","","","","0"
"2013","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12733","","","","0"
"2014","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12788","","","","0"
"2015","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","12950","","","","0"
"2016","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","13128","","","","0"
"2017","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","13367","","","","0"
"2018","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","13694","","","","0"
"2019","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","13875","","","","0"
"2020","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","14026","","","","0"
"2021","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","14261","","","","0"
"2022","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","14521","","","","0"
"2001","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","34998","","","","0"
"2002","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","35389","","","","0"
"2003","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","35909","","","","0"
"2004","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","36331","","","","0"
"2005","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","36880","","","","0"
"2006","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","37215","","","","0"
"2007","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","37351","","","","0"
"2008","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","37735","","","","0"
"2009","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","37949","","","","0"
"2010","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","38393","","","","0"
"2011","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","38894","","","","0"
"2012","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","39972","","","","0"
"2013","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","40474","","","","0"
"2014","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","41185","","","","0"
"2015","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","41493","","","","0"
"2016","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","42104","","","","0"
"2017","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","43093","","","","0"
"2018","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","44342","","","","0"
"2019","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","45424","","","","0"
"2020","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","46754","","","","0"
"2021","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","48240","","","","0"
"2022","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","49819","","","","0"
"2001","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","14593","","","","0"
"2002","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","14724","","","","0"
"2003","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","14903","","","","0"
"2004","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","15047","","","","0"
"2005","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","15240","","","","0"
"2006","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","15329","","","","0"
"2007","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","15341","","","","0"
"2008","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","15406","","","","0"
"2009","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","15449","","","","0"
"2010","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","15580","","","","0"
"2011","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","15686","","","","0"
"2012","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","16117","","","","0"
"2013","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","16133","","","","0"
"2014","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","16216","","","","0"
"2015","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","16168","","","","0"
"2016","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","16228","","","","0"
"2017","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","16647","","","","0"
"2018","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","16804","","","","0"
"2019","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","17227","","","","0"
"2020","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","17404","","","","0"
"2021","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","17722","","","","0"
"2022","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","18252","","","","0"
"2001","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","63211","","","","0"
"2002","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","63669","","","","0"
"2003","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64059","","","","0"
"2004","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64500","","","","0"
"2005","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64764","","","","0"
"2006","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64775","","","","0"
"2007","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64615","","","","0"
"2008","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64776","","","","0"
"2009","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64803","","","","0"
"2010","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64809","","","","0"
"2011","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64722","","","","0"
"2012","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64434","","","","0"
"2013","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64260","","","","0"
"2014","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","64482","","","","0"
"2015","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","65286","","","","0"
"2016","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","66064","","","","0"
"2017","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","67019","","","","0"
"2018","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","68922","","","","0"
"2019","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","70062","","","","0"
"2020","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","70498","","","","0"
"2021","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","71863","","","","0"
"2022","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","73166","","","","0"
"2001","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31042","","","","0"
"2002","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31302","","","","0"
"2003","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31600","","","","0"
"2004","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31725","","","","0"
"2005","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31736","","","","0"
"2006","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31690","","","","0"
"2007","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31662","","","","0"
"2008","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31605","","","","0"
"2009","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31652","","","","0"
"2010","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31670","","","","0"
"2011","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31703","","","","0"
"2012","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31845","","","","0"
"2013","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31923","","","","0"
"2014","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","31981","","","","0"
"2015","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","32145","","","","0"
"2016","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","32286","","","","0"
"2017","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","32771","","","","0"
"2018","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","33262","","","","0"
"2019","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","33598","","","","0"
"2020","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","33869","","","","0"
"2021","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","34226","","","","0"
"2022","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","34643","","","","0"
"2001","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","111909","","","","0"
"2002","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","111618","","","","0"
"2003","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","111799","","","","0"
"2004","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","111785","","","","0"
"2005","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","112463","","","","0"
"2006","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","112357","","","","0"
"2007","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","111170","","","","0"
"2008","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","109964","","","","0"
"2009","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","108767","","","","0"
"2010","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","107512","","","","0"
"2011","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","106670","","","","0"
"2012","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","106000","","","","0"
"2013","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","105490","","","","0"
"2014","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","105149","","","","0"
"2015","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","104521","","","","0"
"2016","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","104771","","","","0"
"2017","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","105259","","","","0"
"2018","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","105756","","","","0"
"2019","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","106076","","","","0"
"2020","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","106977","","","","0"
"2021","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","108030","","","","0"
"2022","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","109051","","","","0"
"2001","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","48721","","","","0"
"2002","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","49844","","","","0"
"2003","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","50661","","","","0"
"2004","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","51392","","","","0"
"2005","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","51992","","","","0"
"2006","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","51710","","","","0"
"2007","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","51480","","","","0"
"2008","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","51212","","","","0"
"2009","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","51096","","","","0"
"2010","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","51212","","","","0"
"2011","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","51185","","","","0"
"2012","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","50631","","","","0"
"2013","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","50002","","","","0"
